,g(f-sys),g_flux,g_full,g_mod,g_sys,r(f-sys),r_flux,r_full,r_mod,r_sys,z(f-sys),z_flux,z_full,z_mod,z_sys
7800.222637,0.973945897612,0.976918,0.977751857646,0.974779755258,0.00297210238785,,,,,,,,,,
7800.22339,0.974312287738,0.97712,0.977609896063,0.974802183801,0.00280771226238,,,,,,,,,,
7800.22413,0.975258276286,0.979267,0.978837710872,0.974828987158,0.00400872371419,,,,,,,,,,
7800.224859,0.976097382052,0.979266,0.978028623544,0.974860005596,0.0031686179476,,,,,,,,,,
7800.225589,0.977501492335,0.981532,0.978926159939,0.974895652274,0.00403050766515,,,,,,,,,,
7800.226341,0.975633059044,0.979284,0.978588109262,0.974937168306,0.00365094095574,,,,,,,,,,
7800.227082,0.976603131164,0.979786,0.978165702159,0.974982833323,0.00318286883599,,,,,,,,,,
7800.227822,0.977363546027,0.97996,0.977629598178,0.975033144205,0.00259645397303,,,,,,,,,,
7800.228563,0.975107680298,0.977839,0.977819551987,0.975088232284,0.00273131970243,,,,,,,,,,
7800.229315,0.973423277399,0.976594,0.9783196733,0.975148950699,0.0031707226012,,,,,,,,,,
7800.230056,0.973655084046,0.97633,0.977888433349,0.975213517395,0.002674915954,,,,,,,,,,
7800.230808,0.97148203432,0.973892,0.977693808643,0.975283842963,0.0024099656796,,,,,,,,,,
7800.231549,0.977633153916,0.979415,0.977139709289,0.975357863205,0.00178184608396,,,,,,,,,,
7800.232278,0.974777059269,0.976844,0.977502193664,0.975435252932,0.00206694073112,,,,,,,,,,
7800.233019,0.974888676425,0.976433,0.977062875771,0.975518552197,0.00154432357461,,,,,,,,,,
7800.233748,0.976164092911,0.978793,0.978233961958,0.975605054869,0.00262890708895,,,,,,,,,,
7800.234489,0.975645683272,0.979189,0.979240916518,0.975697599789,0.00354331672848,,,,,,,,,,
7800.23523,0.977948414175,0.980497,0.978343376849,0.975794791024,0.00254858582477,,,,,,,,,,
7800.235971,0.975154074568,0.977991,0.978733543527,0.975896618095,0.00283692543238,,,,,,,,,,
7800.236723,0.97498052583,0.977914,0.978938158979,0.976004684809,0.00293347416967,,,,,,,,,,
7800.237452,0.977771187414,0.98036,0.978702793667,0.976113981081,0.0025888125862,,,,,,,,,,
7800.238193,0.977027547291,0.98013,0.979332091641,0.976229638932,0.0031024527093,,,,,,,,,,
7800.238922,0.975351750405,0.978063,0.979059148703,0.976347899108,0.00271124959498,,,,,,,,,,
7800.239651,0.973582500914,0.975752,0.978640083133,0.976470584047,0.00216949908594,,,,,,,,,,
7800.24038,0.976684997746,0.980106,0.980018681099,0.976597678845,0.00342100225402,,,,,,,,,,
7800.241133,0.976121164678,0.979057,0.979669406285,0.976733570962,0.00293583532247,,,,,,,,,,
7800.241885,0.979618940032,0.981268,0.978523002575,0.976873942607,0.00164905996814,,,,,,,,,,
7800.242627,0.975866553878,0.979461,0.980611438651,0.977016992529,0.00359444612199,,,,,,,,,,
7800.243367,0.976567370539,0.979221,0.979817762066,0.977164132605,0.00265362946102,,,,,,,,,,
7800.244131,0.97748506303,0.980791,0.980626648076,0.977320711106,0.00330593696964,,,,,,,,,,
7800.244872,0.979316593557,0.981507,0.979667487041,0.977477080598,0.00219040644304,,,,,,,,,,
7800.245624,0.977413918228,0.97964,0.979866362105,0.977640280334,0.00222608177152,,,,,,,,,,
7800.246365,0.976084275277,0.97846,0.980181233121,0.977805508398,0.00237572472259,,,,,,,,,,
7800.247094,0.978468575061,0.980861,0.980364734325,0.977972309386,0.00239242493885,,,,,,,,,,
7800.247835,0.977426528659,0.979466,0.980185615041,0.9781461437,0.00203947134054,,,,,,,,,,
7800.248564,0.977816209487,0.980311,0.9808161389,0.978321348387,0.00249479051312,,,,,,,,,,
7800.249305,0.97834419027,0.981111,0.981270465141,0.978503655411,0.00276680972969,,,,,,,,,,
7800.250046,0.978519148739,0.98076,0.980931027046,0.978690175784,0.00224085126128,,,,,,,,,,
7800.250786,0.979851162483,0.982647,0.981676443905,0.978880606388,0.00279583751705,,,,,,,,,,
7800.251516,0.978484652793,0.981569,0.982156840566,0.97907249336,0.00308434720651,,,,,,,,,,
7800.252245,0.980306574725,0.982629,0.981590488004,0.979268062729,0.00232242527466,,,,,,,,,,
7800.252985,0.979536922158,0.981902,0.981835638519,0.979470560677,0.002365077842,,,,,,,,,,
7800.253738,0.979960357054,0.98223,0.981950309877,0.979680666931,0.00226964294635,,,,,,,,,,
7800.254478,0.978203234063,0.980436,0.982123824483,0.979891058546,0.00223276593703,,,,,,,,,,
7800.255219,0.980860528923,0.983294,0.982539016875,0.980105545798,0.00243347107696,,,,,,,,,,
7800.25596,0.981955994718,0.984629,0.982996768946,0.980323763664,0.0026730052824,,,,,,,,,,
7800.256701,0.979474945002,0.982284,0.98335467393,0.980545618932,0.00280905499805,,,,,,,,,,
7800.257453,0.97981019944,0.982329,0.983293179107,0.980774378547,0.00251880055986,,,,,,,,,,
7800.258194,0.979635725103,0.982365,0.983732504462,0.981003229564,0.00272927489714,,,,,,,,,,
7800.258923,0.977886900126,0.981321,0.98466567158,0.981231571706,0.00343409987416,,,,,,,,,,
7800.259664,0.982184505812,0.984912,0.984194261924,0.981466767735,0.00272749418821,,,,,,,,,,
7800.260416,0.98098484247,0.984329,0.985052616233,0.981708458702,0.00334415753019,,,,,,,,,,
7800.261157,0.982462152586,0.985601,0.985088202773,0.981949355358,0.00313884741435,,,,,,,,,,
7800.261886,0.983155819524,0.986378,0.985410933915,0.982188753439,0.00322218047597,,,,,,,,,,
7800.262638,0.983746124583,0.986225,0.984916755421,0.982437880003,0.00247887541738,,,,,,,,,,
7800.263379,0.982272894972,0.985004,0.985416227282,0.982685122254,0.00273110502827,,,,,,,,,,
7800.26412,0.982495570685,0.985244,0.985682019489,0.982933590174,0.00274842931482,,,,,,,,,,
7800.26486,0.98378321179,0.986463,0.985862024049,0.98318223584,0.00267978820968,,,,,,,,,,
