mjd,aperture_sum_0,aperture_sum_1,aperture_sum_err_0,aperture_sum_err_1,bkg,fwhm,id,peak_flux,uncertainty,xcenter,ycenter
57799.5960011557,1843783.050859375,2046845.4418749998,1144.9422544117672,1172.0180215412145,2361.596695141625,9.515967307914297,1.0,2979.34375,78.31234741210938,705.3903458027369,303.4500645990048
57799.5967418998,1841361.1070312501,2043436.0863281249,1146.8730216072001,1173.5805525059686,2340.1622841726116,9.561805428009295,1.0,3030.765625,80.24341583251953,705.7329837493912,303.1005195077783
57799.5974942148,1843829.37390625,2045964.704296875,1151.2551850559303,1177.9720543947801,2390.4663765443916,9.025632092945694,1.0,2881.265625,71.92241668701172,704.9354888357309,303.97705668309504
57799.5982233807,1828778.20046875,2034686.0162499999,1131.2039006717664,1159.3731092060475,2478.0536808099732,9.402280085322033,1.0,2900.1953125,69.03154754638672,704.5954385967887,303.09008426994933
57799.5989641175,1873240.9293749998,2071075.35828125,1187.206317705891,1212.0088059078385,2342.957215707367,9.165112365817315,1.0,2943.7734375,73.73185729980469,705.6856052635135,303.2747355903094
57799.5997048616,1886500.5615625,2082680.694765625,1210.1938894001269,1234.084730312046,2446.071288526342,8.49798107890777,1.0,2784.19140625,60.7587776184082,704.4987822828598,303.1961651772383
57799.6004340276,1936211.6709375002,2118647.3065625,1338.357307802056,1357.0792500839075,2313.1906192445254,7.521869172695241,1.0,2753.3984375,56.597984313964844,705.4540002995475,303.5180256306877
57799.6011747718,1910151.17625,2101483.9884375,1251.3672661025028,1273.4244124710913,2434.489075482438,8.145498005263185,1.0,2757.279296875,58.90562438964844,704.3814825822667,303.12719540298525
57799.6019155085,1930716.0993749998,2119455.2071875,1288.755484477941,1309.611374158641,2282.2258272752442,8.45966378564008,1.0,2834.689453125,64.90274047851562,706.0332155949102,303.23964699621854
57799.6026678234,1938920.252890625,2126651.56328125,1297.0380131575496,1317.511001284566,2393.1660639891566,7.983906823267971,1.0,2735.296875,53.202735900878906,704.9638126603993,303.32764953433133
57799.6033969894,1942298.1418750002,2129923.464453125,1307.309254835412,1327.6265097522619,2363.2800436529974,7.930666376500061,1.0,2795.6015625,55.17625045776367,705.2015178388093,303.3548707264363
57799.6041493043,1925548.3417968752,2118841.481328125,1260.4261427095146,1282.789417066417,2426.1397157670804,8.158666154422374,1.0,2782.23046875,57.90059280395508,704.7984683005466,303.2718173411258
57799.6048784703,1934132.4585937501,2126138.329453125,1289.2297088760154,1310.665173672524,2386.940986722201,7.873207983584043,1.0,2799.396484375,60.023494720458984,705.1480676605228,303.3218372732739
57799.6056192145,1954990.48640625,2142485.32125,1333.2295594938275,1353.1081260756846,2415.6926580271715,7.712569200362444,1.0,2784.814453125,56.14992904663086,705.01889761871,303.03533172235757
57799.6063599512,1957502.326484375,2145966.4471875,1330.0380339332346,1350.2157253339055,2421.1157373914443,7.572451069115515,1.0,2771.548828125,54.86124801635742,704.970104572864,303.29336628419924
57799.6070891172,1963951.941796875,2150209.30875,1359.7333914360318,1378.9396516182917,2407.337835356158,7.357414705595614,1.0,2780.50390625,55.90762710571289,705.1131480289633,303.36207333014033
57799.6078182906,1953823.605,2144020.97546875,1326.490959890931,1347.0677747475008,2469.132916107748,7.830121727037268,1.0,2817.43359375,55.39950942993164,705.0028634344372,302.88543679420445
57799.6085706055,1970917.757890625,2157124.634921875,1413.9895736236551,1432.444307063753,2448.7936497216806,6.895803107672411,1.0,2823.009765625,57.4227294921875,705.165294078888,303.2454771734369
57799.6092997715,1958299.611875,2147387.266015625,1363.514728575201,1383.262463264073,2503.2182560336346,7.296340830932234,1.0,2818.056640625,55.21744918823242,704.8833090387677,302.9259611753083
57799.6100173593,1961562.439375,2150714.9485937497,1373.9856467040088,1393.6084057647486,2452.1306307706936,7.030766535634605,1.0,2861.20703125,53.63945770263672,705.2482050116998,303.4959762755385
57799.6107696742,1953620.5975,2145191.6545312502,1330.5575123971105,1351.363931611015,2467.768604140049,7.475563376383092,1.0,2901.927734375,56.10517883300781,705.0677939168323,303.39286992085
57799.6115104184,1960763.7063281247,2152093.40921875,1343.9911919950057,1364.5263962120603,2531.6765750468617,7.374805199254135,1.0,2854.55078125,57.12616729736328,704.7321271771393,303.04451651949466
57799.6122511551,1955932.8069531252,2148401.576796875,1338.9102057184607,1359.7731124775898,2469.5012414800785,7.70168715300737,1.0,2900.1953125,60.36104202270508,705.5060909526121,303.05963624222346
57799.6129918993,1939070.518203125,2136152.452734375,1302.8877127570215,1325.3193846708336,2555.6599019269343,7.391254497019168,1.0,2893.732421875,59.35011672973633,704.7180039762551,303.35885469491444
57799.613732636,1921202.562421875,2124544.24328125,1239.5507399090536,1264.5654943138295,2587.7013588223517,8.274418345210723,1.0,2979.685546875,58.33906555175781,704.5575008617035,303.0790181079982
57799.6144733801,1905924.308828125,2112305.36234375,1214.2119513747705,1240.531014039727,2554.668282684416,8.622132179823346,1.0,2961.84375,64.38103485107422,705.020851364477,303.00648260839245
57799.6152256951,1938149.7433593748,2137999.10984375,1274.8906577655248,1298.3567269833547,2506.1704063285456,7.921675409261255,1.0,2915.107421875,63.52117156982422,705.0962917605607,303.5222468253198
57799.6159664318,1950927.89375,2148262.991875,1294.9475217982488,1317.6061158789307,2539.540714283876,7.8476456261527465,1.0,2906.0859375,59.714752197265625,704.735130491486,303.0299344986251
57799.6166956052,1918296.980859375,2123071.211484375,1220.4398898716968,1246.2561070964096,2543.7091274168097,8.790018013231634,1.0,2964.75390625,66.01012420654297,704.7846197504039,303.0109693087387
57799.6174363419,1902286.7958593753,2111992.617109375,1194.091280613835,1221.7279746012775,2505.1538460936163,9.29936001511874,1.0,3018.83203125,78.72015380859375,705.2511004064303,302.8039046177049
57799.6181886569,1880152.913984375,2094907.39984375,1155.2453157883301,1185.2672685498017,2472.4610622122955,10.103906623575167,1.0,3200.3515625,96.04798889160156,705.4073575386743,302.7320385507328
57799.6189409718,1896827.5403906251,2110002.6541406247,1174.4520167438893,1203.5475972394281,2510.813808061746,9.342390782551169,1.0,3053.193359375,78.82108306884766,704.6872174451629,303.50556862561615
57799.6196701378,1924161.0682031251,2131518.846328125,1209.960975915052,1236.691541180477,2482.7179700897,9.179575142015358,1.0,2937.96484375,76.77294158935547,704.7742611445061,303.0129872487779
57799.6204108819,1921852.0489843749,2129344.0434375,1204.204689000277,1231.0774747772005,2454.3254543049416,9.292005812490324,1.0,3009.05859375,81.05062866210938,705.0563859952272,302.83896796828225
57799.6211516187,1970865.296015625,2169372.3567187497,1280.8010601222782,1303.9258893096692,2473.8744911551967,8.14328559487034,1.0,2824.279296875,61.58756637573242,704.273958208631,303.62479964597424
57799.6218807846,1963431.2589843748,2163341.769921875,1269.7151481374347,1293.4588397715272,2419.0472460495835,8.891835862288469,1.0,2960.236328125,73.42406463623047,705.2113397069655,302.7730270467976
57799.6226330996,1980396.651953125,2178564.336015625,1290.0332482136196,1312.8779948691429,2415.5183025703,8.414000354952968,1.0,2842.4296875,63.82820129394531,704.8977852747129,303.5168439297072
57799.6233738437,1925852.7185156252,2134166.95953125,1201.625415184769,1228.8062858818132,2525.4648245520043,9.18740989307546,1.0,2851.45703125,65.88301849365234,703.9511469028217,302.85036556965093
57799.6241145805,1921283.07671875,2131047.7555468753,1202.5765905190626,1229.9491834759294,2387.129625800278,9.752274473530088,1.0,2977.666015625,87.38417053222656,705.5480652951869,302.75628153426436
57799.6248553246,1939872.917578125,2145520.9792187503,1229.8196602503479,1255.6092679394142,2417.5908681390947,8.970039795298458,1.0,2965.078125,77.52654266357422,705.0507511932412,303.23306795941477
57799.6255960613,2010773.1915625,2199843.09125,1386.7266112057107,1406.1214869203172,2463.231164713317,7.387104992003987,1.0,2728.689453125,51.8958854675293,704.3397454571136,302.91374641814053
57799.6263483763,1973774.5325,2170226.9280468747,1298.9196221164873,1321.2623338787637,2394.6757840159817,8.418792829377809,1.0,2825.94921875,68.66986846923828,705.031092716468,302.8780635418493
57799.627089113,2016191.7056250002,2203661.7434374997,1393.2541156283487,1412.2969693097427,2375.247692143049,7.614468391310993,1.0,2735.87890625,57.97277069091797,704.925546586335,303.0296108543557
57799.6278298646,2007798.71796875,2199109.7825,1358.5915624614001,1378.817040474738,2391.0236311246804,7.893574631500713,1.0,2732.294921875,60.33198547363281,704.7503783131731,302.9174841495229
57799.6285821795,1995049.5084374999,2190066.72015625,1312.8978628342966,1334.7691502450155,2310.059499079318,8.704873728365452,1.0,2903.474609375,72.88192749023438,705.5391544051616,303.06537611016813
57799.6293113381,2011218.3937499998,2203239.027578125,1338.8576507091054,1359.6175551364993,2350.483356323651,8.402980481196185,1.0,2738.892578125,59.470306396484375,704.9724717643677,302.84692704978056
57799.630063653,1973549.754921875,2174759.1525,1271.3209655065182,1295.2303753887143,2364.2576499880997,8.75183584122355,1.0,2810.12890625,70.34405517578125,704.9209061289914,303.0869899722248
57799.6308044046,2020485.488828125,2210630.43140625,1357.758359447264,1377.7950988957014,2346.0242300413506,8.021249475517566,1.0,2777.197265625,63.433170318603516,704.7690446286682,303.0667157403699
57799.6315451413,2054279.5034375,2236936.0515625,1435.220760318638,1452.8339695189816,2355.1703592514596,7.361058027715562,1.0,2686.1484375,56.504425048828125,704.3923135751985,303.0786223008566
57799.6322742999,2061695.684609375,2241877.388515625,1464.0256839654649,1480.804652738758,2322.32826926719,7.337956126951871,1.0,2641.58984375,54.987457275390625,704.680870543511,302.97611102477043
57799.6330150515,2049978.8443749999,2234048.264765625,1415.5519111952674,1433.5945794999302,2282.2492308845003,7.83974061478134,1.0,2665.8671875,60.680912017822266,704.852622016336,302.774663703908
57799.6337557882,1984210.68890625,2180639.22421875,1281.3936849863321,1304.0879062674223,2266.2281355588943,8.877807681884562,1.0,2769.6328125,82.89129638671875,705.1096621915142,303.17045012501274
57799.6344965249,2043519.192109375,2228177.668046875,1389.0765290392865,1407.5657880991382,2349.9625548816475,7.839743656504796,1.0,2626.08984375,59.04895782470703,703.6733188675812,302.61096075447114
57799.6352372617,2068991.9684374998,2247225.973828125,1443.773482926751,1460.414644012545,2202.37541339981,8.043115015128166,1.0,2622.02734375,61.33217239379883,705.2671319982376,302.95480062035284
