mjd,aperture_sum_0,aperture_sum_1,aperture_sum_2,aperture_sum_err_0,aperture_sum_err_1,aperture_sum_err_2,bkg,fwhm,id,peak_flux,uncertainty,xcenter,ycenter
57799.5960011557,711240.375703125,2039193.9040624998,3344678.0990625,509.22003289047126,780.0114292845029,970.7802362015369,259.27021060083376,9.007349973861876,1.0,2737.169921875,52.32151412963867,145.98794019069112,859.1291357666785
57799.5967418998,708434.066015625,2033911.543984375,3292545.7672656244,506.67168488061935,777.530292775839,961.9295765487502,270.0685853995497,0.34977856008166175,1.0,2718.28515625,51.76394271850586,146.89532053664212,858.7724102788627
57799.5974942148,712126.4722656249,2045228.9449999998,3354807.2710156254,510.05739443485743,782.1808982801085,973.8623714846723,260.0826904326646,8.765870276445101,1.0,2723.76953125,53.20132064819336,145.68251718885944,859.6788360734232
57799.5982233807,707174.221484375,2045120.0949218748,3386027.5328906253,505.4718417554208,780.8444254431259,976.7064301022224,251.87393129557356,8.909324449590734,1.0,2731.29296875,51.54425048828125,145.49602286314564,858.7496472194539
57799.5989641175,717671.92296875,2043025.856953125,3318114.899296875,516.1386100933562,783.4965934316149,969.4433780472928,267.8111210192934,8.839405859083802,1.0,2727.091796875,53.30908203125,146.60183182513586,858.9371100789951
57799.5997048616,721993.528203125,2039706.63546875,3369298.566640625,519.94068824903,783.7162414448817,976.289003413454,250.58721696583606,8.33696915476857,1.0,2695.984375,50.308990478515625,145.51707506138655,858.8371986458575
57799.6004340276,737954.8336718751,2031506.8621875,3304431.132578125,542.352917887886,790.697410544327,973.1668962109528,260.6464146213659,7.317176305368202,1.0,2658.3671875,48.31969451904297,146.2604355791015,859.2284247381845
57799.6011747718,724332.156875,2030772.056640625,3372299.894765625,525.0700689639216,783.1289453524421,975.761577625205,242.16976097178662,7.539410318742424,1.0,2697.37890625,51.80454635620117,144.97637173609687,858.7171641413352
57799.6019155085,730801.4126562501,2037089.8038281251,3288034.03203125,531.8497179264986,787.7510754886938,968.5397429881535,269.33863649903793,8.348111990476484,1.0,2699.296875,51.12580490112305,146.9220904321912,858.8089641104762
57799.6026678234,735096.5433593751,2042615.561796875,3357581.05359375,535.1732902829925,790.1819286584691,979.407532697692,254.0052308610414,-7.501914725884453,1.0,2715.427734375,51.809078216552734,145.72163291756493,858.9902127063564
