,z_a_flux,z_a_x,z_a_y,z_b_flux,z_b_x,z_b_y,z_c_flux,z_c_x,z_c_y
2017-02-15 14:35:19.682364,1552970.2458366216,38.89132792954928,36.96163744459197,1449139.8450480462,38.941512906013855,37.05552194294484,1140898.6687127135,39.26403740269674,38.303687750842485
2017-02-15 14:36:23.613968,1587951.974101153,38.961854178684185,37.01250140478341,1488301.949106208,38.976891993523914,37.13652367363322,1163965.2775592203,39.281543690731034,38.31850074730727
2017-02-15 14:37:28.500682,1565564.1037471832,38.892572177221936,37.0020721595915,1464597.349898741,38.92968103329249,37.119236506025764,1157286.6608912898,39.26358980004479,38.30806110708774
2017-02-15 14:38:31.395315,1597439.4692850611,38.99496053276874,37.099232068604,1503593.1076593143,39.01200658510882,37.206364666410074,1181087.3101705562,39.28702182619358,38.344415968987256
2017-02-15 14:39:35.721855,1591565.5680747945,38.95607258246747,37.09203042302357,1494724.0287606865,38.97836174602599,37.19860450070568,1177784.934676768,39.291994340077885,38.3680428321507
2017-02-15 14:40:40.514439,1594571.5070453878,38.90245407646708,37.087471500085414,1489929.7939020484,38.915480492954586,37.19657280377269,1187448.5754318605,39.27097883489934,38.349474569810376
2017-02-15 14:41:45.083219,1588927.7491332225,39.0367856829517,37.06227990391228,1491585.8960861452,39.04060660148634,37.17903221632071,1176714.7387452924,39.319605638470144,38.355192928772524
2017-02-15 14:42:49.248773,1585084.218930602,38.97761416898537,37.14895293624544,1490026.0655447494,38.97100773779924,37.252217526455816,1182840.3324159142,39.28760298968697,38.38480168449906
2017-02-15 14:43:52.731243,1562887.4014056881,38.88226163491922,37.11860973022946,1463159.4664417647,38.92756134978842,37.2281750226664,1169734.479838584,39.25139194324913,38.37224169124583
2017-02-15 14:44:56.518850,1564065.5828665015,38.990259287859814,37.093057296723636,1467931.0602680536,39.01838057065124,37.2244061043241,1174718.4142202504,39.272777831270496,38.370248332132114
2017-02-15 14:46:00.859625,1592175.6772208097,39.00879952500665,37.14821872230561,1498129.545810696,39.00679103207974,37.244034751978866,1184769.2159294295,39.32541528754234,38.400115422453815
2017-02-15 14:47:05.415105,1565832.6754950003,38.928924585717695,37.052258528389196,1466220.7491865056,38.937297247195644,37.18452964270194,1161774.9416700222,39.258859781816824,38.33112303034491
2017-02-15 14:48:09.662668,1545966.6188566508,38.981647363363365,37.0510611536048,1449895.4935616108,39.006556083923535,37.170758055394934,1156209.499224253,39.297570496123924,38.337386472202525
2017-02-15 14:49:13.959441,1536611.0889523774,38.96761359127368,37.024940962080265,1442636.6362913374,39.01400456925124,37.133769390288165,1146265.4877552707,39.31007860816341,38.32285991873863
2017-02-15 14:50:16.782815,1508296.9317847858,39.05699814298569,36.95447069955616,1416131.2789503017,39.080323553398266,37.06570804347737,1126001.9222443018,39.34403218057247,38.290301321786686
2017-02-15 14:51:20.804425,1537507.599613745,38.92721961757284,37.059896762345836,1445640.5597439539,38.94916175599511,37.16207516208668,1142612.9423742983,39.28927683691489,38.33017678842945
2017-02-15 14:52:25.037246,1522244.7561177206,38.95179416220039,36.95654202703213,1426636.7796257413,38.99358480437806,37.075693485123416,1125185.5163822356,39.26879977951175,38.285483300058125
2017-02-15 14:53:29.968740,1522314.898448086,38.95967719260276,36.944260095033975,1424263.6640177504,38.969797594790734,37.04472038467185,1131929.1687839467,39.294760874561895,38.26338167325335
2017-02-15 14:54:34.706622,1553542.6839857455,38.833962225538926,37.0276376290576,1459281.3757233685,38.88905063119897,37.110918241307864,1136676.874399894,39.236881679332285,38.30751264119755
2017-02-15 14:55:38.965793,1517382.1158094043,38.99004333236972,36.85034679280645,1423677.5819847812,39.00639269623805,36.977932736215855,1112797.0047063855,39.31149487676803,38.24271698078689
2017-02-15 14:56:43.394446,1549122.435320815,38.93715645289978,36.977165385064005,1455170.2743671048,38.959912191219416,37.09446661494696,1132286.0802270859,39.28506509519409,38.2846907524193
2017-02-15 14:57:47.740084,1492956.6864900114,38.841855019041844,36.88550718718417,1395256.898774221,38.82685884607575,36.973810047204694,1101199.966891112,39.22089118005416,38.236032293822255
2017-02-15 14:58:52.042792,1513130.1736815514,39.08623508093784,36.90986212761098,1417110.6178521584,39.12813394407274,37.02126571254029,1113727.503846686,39.353914758049825,38.281084240592
2017-02-15 14:59:56.108199,1528992.3939954417,38.94969135071839,36.95118094599204,1435540.84129599,38.95116431013146,37.044333962191125,1121220.302128085,39.304330966600254,38.257326523815195
2017-02-15 15:01:00.333809,1554888.2369956751,38.880122840472886,36.90277469942937,1455109.0006138645,38.90690018515328,37.02123579028632,1127505.416726191,39.25504704997329,38.252146346561254
2017-02-15 15:02:03.517375,1520261.906629975,38.970228404751005,36.84602309322998,1427447.4866744997,38.96623311324483,36.97026073716984,1105171.413897187,39.29033592534115,38.22205500289225
2017-02-15 15:03:06.334889,1539820.543953617,38.92522435392076,36.851124556677526,1444318.4318709348,38.931725970999985,36.95425592184433,1109391.6191233993,39.262147587908295,38.21717643328741
2017-02-15 15:04:10.614477,1519790.508261596,38.91613810635627,36.79094050607339,1424385.643382044,38.94393866240407,36.932595065937626,1098623.8041991217,39.272615990751,38.215912124012654
2017-02-15 15:05:14.855965,1521978.317122625,39.00749744760443,36.80386301756461,1424479.6577213798,39.04850280780913,36.91961169953944,1093163.798967129,39.31794760640203,38.21268425342798
2017-02-15 15:06:17.703560,1525325.7132242746,38.980090934807876,36.80323052734542,1428725.9747937187,38.9758716508262,36.950027888451544,1107056.22254436,39.30980855177392,38.2200384216192
2017-02-15 15:07:22.143153,1535765.3903040236,38.98487450761834,36.901741069941345,1442204.6963379304,39.009938123108476,37.00074947679469,1118867.1025525755,39.30017671110111,38.24344584813649
2017-02-15 15:08:26.496813,1534554.6517531294,38.932235031618596,36.81219626203995,1437721.5142655007,38.95739557348783,36.95177823415099,1102300.7195588737,39.24660240824672,38.240449224918784
2017-02-15 15:09:31.019344,1520111.143731895,38.86298138379652,36.72753335833214,1425658.862907182,38.884447474340625,36.86380742787368,1083736.010278882,39.22995111703466,38.16445616248711
2017-02-15 15:10:34.776999,1521577.5111898584,38.902974378331855,36.696030168567766,1427720.9205848868,38.93969935509455,36.83674659688587,1080961.0182788584,39.27647341785805,38.16019219888693
2017-02-15 15:11:39.420220,1498157.3395041132,38.97333770609321,36.64629355744369,1401731.2173290998,38.98081101045968,36.76781863742435,1066059.6087929797,39.292881831857045,38.107275488383706
2017-02-15 15:12:42.348063,1486149.7142429003,38.95906005365299,36.695614844658955,1392175.2771825003,39.0083971057049,36.82650345060108,1064011.9942102195,39.298547530099256,38.14656495429561
2017-02-15 15:13:46.898342,1481428.060721594,38.745454610626666,36.60204646884491,1377894.0404967822,38.76869006610531,36.73702010877104,1044979.2471866573,39.186071910666996,38.08719903453028
2017-02-15 15:14:51.360999,1501971.4076684609,38.952979895783464,36.58833945678712,1406045.9571923623,38.99930373985277,36.72381024628871,1055960.349530266,39.28814915609298,38.067388898229474
2017-02-15 15:15:55.481492,1492300.5541078425,38.864784107283675,36.63087595621568,1400992.6649891315,38.90017659497883,36.76196764717558,1054692.9135356534,39.22967877304797,38.12671795626212
2017-02-15 15:16:59.641146,1487692.0725968299,38.9153165188593,36.50792788101233,1392138.6718357797,38.94185311962292,36.64178583423523,1039438.4661365345,39.245361429069106,38.049264523572965
2017-02-15 15:18:02.491639,1513394.12400852,39.07897213561928,36.640577082040316,1422461.1204526601,39.07706152123111,36.763898589600295,1061702.1308671664,39.35189182215891,38.1235744035468
2017-02-15 15:19:07.168384,1518160.958190276,38.88734264917391,36.58606948095841,1416968.1707273966,38.9212357017679,36.71913215000132,1060212.672260749,39.25961668850428,38.0939720403943
2017-02-15 15:20:11.685956,1512267.2483421457,38.95691284920953,36.56271923402657,1414861.3189265975,38.96833304935429,36.6828768119164,1053515.5819724696,39.31457507905618,38.075289863335456
2017-02-15 15:21:16.465430,1493404.7634466267,38.957721613731294,36.51155557446229,1397706.7793449578,38.97504648988537,36.653604102678266,1041358.1658376576,39.267619757528486,38.047804671595784
2017-02-15 15:22:20.779070,1505126.2169904436,38.89016344378943,36.58998052911403,1414823.5430491616,38.89814297082701,36.70672342298113,1051244.3566863993,39.26392965934333,38.06340396533764
2017-02-15 15:23:24.952523,1502310.6942986862,38.858114729360274,36.58090402761756,1408837.7848055055,38.894187211618096,36.71243168398851,1052037.613588077,39.25118634120918,38.11032242488749
2017-02-15 15:24:29.612094,1506608.4443912227,38.92751354931042,36.56443650706989,1412348.358785897,38.92951880190039,36.69552937884709,1051639.1723817643,39.266596789068124,38.08591501575812
2017-02-15 15:25:32.407771,1503787.58822876,38.982290815856565,36.51016826437457,1407433.7009344506,38.98151267690963,36.63421011581208,1045199.6623692645,39.321141378542876,38.06540649738777
2017-02-15 15:26:36.569257,1492960.1394879688,38.89252016544206,36.418587020898066,1394089.0534259682,38.933571166405244,36.57472723599966,1028588.7112630405,39.27592907990011,38.01573567087159
2017-02-15 15:27:39.277036,1505747.7850622612,38.933266772846565,36.593955815306686,1417751.9878579227,38.93167500534815,36.694097319876406,1050400.879023694,39.27632545896884,38.09648909438896
2017-02-15 15:28:43.789321,1483962.3075731786,38.863193873040615,36.51851794569246,1388610.2957485472,38.885218242609525,36.639744654070775,1031373.8566916211,39.245585362584464,38.07522821590921
2017-02-15 15:29:47.950881,1501498.9883366225,38.91489282982684,36.54827855598085,1407196.047047621,38.95635064635313,36.67774283368575,1043202.7629655168,39.2772007652607,38.05889939990347
2017-02-15 15:30:52.128533,1487333.549647605,39.02103299834418,36.407262446509044,1391017.0257870387,39.02385568753903,36.555700974388486,1028209.2874258672,39.317316184155125,38.01534232333397
2017-02-15 15:31:56.857093,1514982.085167314,38.941563013910105,36.63454692487929,1428079.8605981737,38.95116578122777,36.73250459359509,1055102.8943261548,39.27334857887306,38.089937692833104
2017-02-15 15:33:01.071594,1496299.6853194116,38.85587833945864,36.4880542394542,1399829.4023715863,38.889024305988166,36.601991669425885,1035160.5627534154,39.23172899047545,38.020662455678945
2017-02-15 15:34:05.399314,1502002.321449392,39.00463492833628,36.4978872501915,1412660.9647138664,39.03113784645649,36.611413131533126,1040273.9544248183,39.3423323546778,38.035305395910534
2017-02-15 15:35:09.952793,1486741.0551720627,38.96626018537184,36.40328438284446,1390993.4888402957,38.97536122014226,36.54607274296002,1021623.8922995403,39.315039695427906,37.99319198607998
2017-02-15 15:36:14.299414,1500212.6296434612,38.883794637942835,36.4746131243163,1406135.6412239994,38.905377511567394,36.60527663372075,1031383.1611642798,39.27344464195181,38.03187853695511
2017-02-15 15:37:18.597899,1502094.0682801453,38.972020523154185,36.45392482200569,1410177.075375107,38.9736223164172,36.57312200401357,1031626.725033672,39.30519282160872,38.00474533881899
2017-02-15 15:38:22.930516,1499959.4924529395,38.913287165949114,36.43425668371246,1408239.8728370247,38.94586462182922,36.57673028905192,1028788.6027876032,39.298836860998925,38.041685160158515
2017-02-15 15:39:26.986164,1500988.4759295592,38.88827557279319,36.46419706722501,1408689.1027784436,38.93077461915008,36.596148180534485,1033357.7597341572,39.2716849822794,38.035111768650225
2017-02-15 15:40:29.697727,1498389.393675366,38.942038685687805,36.42637046370932,1405916.5959687766,38.965640111852,36.51704754601908,1028918.6698702383,39.304808399410895,38.00075055187968
2017-02-15 15:41:33.959134,1496429.6191439168,39.00780641284801,36.44199007477379,1405116.8280652512,39.01891418756786,36.5810279899105,1030277.8602330989,39.307001320066405,38.02616957505143
2017-02-15 15:42:38.441688,1492583.6600090223,38.880638624078465,36.463715231336955,1393935.3025934412,38.897522562902815,36.568395114438744,1028260.7767044078,39.251322895663364,38.02310364279331
2017-02-15 15:43:42.556275,1500244.5689402027,38.9776661759618,36.4274105057495,1406844.7126733887,38.98579409599299,36.568437183494076,1033750.253018897,39.303432080743804,38.00365480261395
2017-02-15 15:44:47.973967,1503741.2575529474,38.92195450579772,36.452688768278435,1411761.3166106353,38.94030852678998,36.5734617990943,1033614.7645422186,39.28376035629481,38.01393357772421
2017-02-15 15:45:52.339598,1487719.7437043337,38.96763892132639,36.35018164888941,1391452.0291868378,38.968201217300845,36.51247454746784,1019068.3454688899,39.305726557297476,37.95901956006841
2017-02-15 15:46:56.553117,1493480.7703057649,38.908558720840965,36.40153165732474,1399919.8084684042,38.94967044872795,36.560581041048586,1024510.0678092085,39.25446812164886,38.00078852970851
2017-02-15 15:48:01.017696,1487051.944311515,38.93368396505061,36.42695202733711,1391409.5466255806,38.970492508502375,36.4982755239131,1018830.538214953,39.29032442266083,37.98624233578795
2017-02-15 15:49:04.723174,1492521.1745653572,38.897884814377285,36.48896529318636,1401465.146678071,38.9317182341956,36.62749158470895,1025408.0928727633,39.26925188991512,38.039450367119535
2017-02-15 15:50:07.521913,1469809.8956783589,38.91585344575256,36.32620356511374,1370431.2499407162,38.93388041528764,36.481051108288575,1002348.5103321592,39.27039170080891,37.94884786742234
2017-02-15 15:51:11.767248,1486210.2298842212,38.98237509720636,36.398873955242294,1391253.538815955,39.01099683282901,36.562448108432505,1017068.075732578,39.29632765304068,37.98624120895447
2017-02-15 15:52:16.215816,1498409.8329769643,38.93397438452141,36.42614560189816,1401918.6079474152,38.967106887801165,36.53584543676815,1028763.0315031665,39.2879549541185,37.99793521489678
2017-02-15 15:53:18.935435,1493614.982614623,38.921510723376706,36.400532621112085,1394589.0213763309,38.9667834351923,36.53813494287973,1023461.0052151248,39.28651849219216,37.97454573643295
2017-02-15 15:54:23.267860,1473095.0595869566,38.90332196943761,36.266154755527445,1372297.8894054163,38.934656986607756,36.39756455001236,994356.1899152417,39.280294641772194,37.9128183914168
2017-02-15 15:55:27.009503,1471812.166367338,38.93311356003687,36.33205329011918,1372036.2073145048,38.94476855975379,36.50268061191291,1002346.7420978658,39.27283023403788,37.96906451409425
2017-02-15 15:56:31.364910,1471230.6244434705,38.94906729334057,36.30569561528219,1367224.2312313537,38.979927763017464,36.47692828304355,997589.3336741616,39.29947741097405,37.94021461981612
2017-02-15 15:57:35.821464,1458246.4555297787,38.88413841575384,36.291812895172924,1355183.0817549312,38.90609475846751,36.49275044235957,990841.7442656013,39.23640051754333,37.93265572877148
2017-02-15 15:58:40.260024,1484984.926719117,38.933672468735644,36.405918822557084,1384104.6594332112,38.945683953713555,36.56437904258399,1017551.7716574111,39.28280959218275,37.987283933914846
2017-02-15 15:59:44.576732,1460699.5497355792,38.99317088688,36.299991480906044,1357754.727135855,39.007796951316266,36.46119682854965,992856.7424280819,39.318147517640085,37.92109720124412
2017-02-15 16:00:47.891126,1451019.5370811182,38.9047763801026,36.23197502294846,1350658.6265142132,38.916350261207455,36.3843884889994,978521.6082014751,39.26084523335557,37.91383242253045
2017-02-15 16:01:52.078702,1444679.8249475078,38.85207797307845,36.138769154127075,1343396.3119672772,38.87474475478417,36.3085871473524,967698.5365536737,39.2408397103213,37.83227474237079
2017-02-15 16:02:55.441252,1443878.3819429202,38.89228322900094,36.132206027573865,1342420.7844266936,38.96532616353608,36.32014852577206,963984.9821004001,39.28629573234023,37.85398617959935
2017-02-15 16:03:59.700928,1430940.9737753768,38.92148561561852,36.00727284907516,1326479.6589168939,38.9688950110686,36.20353056502643,950220.7974112544,39.29004584179403,37.77938463046918
2017-02-15 16:05:04.062411,1441428.1695487183,38.91820190069307,36.23783688462543,1344165.1112811416,38.94302625326855,36.412669863227286,967852.3438168773,39.26767259722256,37.89347614013229
2017-02-15 16:06:07.244893,1421411.1560550537,38.92624923767697,35.951200246067586,1316872.208353255,38.94987371415655,36.15210808617671,939480.641086791,39.271997298133144,37.751249623743
2017-02-15 16:07:10.218455,1437130.6176325595,38.83781314638366,36.14146970736518,1338391.774398718,38.88585260783695,36.31409458205151,962690.0247083011,39.21595766010542,37.8405749840813
2017-02-15 16:08:13.682955,1421082.7529078769,38.87893521346547,35.919261036157785,1313756.5569165307,38.9219398144872,36.11938075315809,933733.6186861063,39.24294184391208,37.73119280920037
2017-02-15 16:09:18.061724,1430314.2415351616,38.8597442051697,36.144322969070565,1333494.058871957,38.88938739657597,36.3020424862518,955055.700354297,39.29471451604485,37.83264524912255
2017-02-15 16:10:22.177076,1415438.702321934,38.90781129505052,35.902399503186025,1308717.4374801756,38.92196060220386,36.09802182454372,928365.7669644025,39.25673163387196,37.72821510640633
2017-02-15 16:11:26.369677,1432801.0542991539,38.975229176192485,36.07534268182673,1328749.5489036543,38.991893016907156,36.25096467851946,949777.718319397,39.296975833311784,37.805705418443104
2017-02-15 16:12:30.562193,1421278.5588245501,38.916878373227874,35.98836988853106,1318130.360437915,38.954786590483536,36.174314165573755,942491.8008153804,39.26086881112759,37.80612294852953
2017-02-15 16:13:35.029911,1470393.3705471498,38.912120407510635,36.27805115664326,1371482.8319534427,38.93071948549232,36.46374048237978,992754.7329593201,39.27516284270194,37.921795352834245
2017-02-15 16:14:39.323354,1430555.2196880507,38.891218310626016,36.00879134958822,1325966.522949831,38.89582603120973,36.19022403663812,947903.7147048352,39.26915063039769,37.77918271270784
2017-02-15 16:15:42.376017,1441814.2808607556,38.897049852616924,36.07884322489137,1342839.2557394942,38.937605408289606,36.24668843763992,961210.1808780625,39.25425844718592,37.793918085377555
2017-02-15 16:16:46.274337,1433503.7546877856,38.84584816434108,36.06398922686649,1329845.216801329,38.88772698307443,36.25119319989964,951234.8127899042,39.261051923453024,37.80216027791084
2017-02-15 16:17:50.734003,1421817.3197309303,38.94237705087764,35.97230318964386,1314348.8598938407,38.955860858469,36.16057507595242,937448.3136492798,39.29058162703708,37.72956526972749
2017-02-15 16:18:54.381545,1424156.1240752453,38.915569754273164,36.024450586057554,1327847.9340361145,38.934049780142814,36.22605878947048,940703.7806646056,39.25740474835304,37.78033992247385
2017-02-15 16:19:58.691102,1414052.2834883225,38.825657555916834,35.89569345828347,1306055.9782711612,38.90497970907937,36.07104685745401,923445.3846745995,39.247320724194104,37.66310767088359
2017-02-15 16:21:03.139673,1403955.7623488219,38.96266488149058,35.87168608340491,1299178.7704574927,38.983253651554186,36.06370476949348,917870.8139411814,39.34379515603042,37.664909958391
2017-02-15 16:22:05.990321,1405967.301669613,38.870764591688776,35.93356676068881,1303256.218615362,38.925583369573054,36.08878478057766,921959.1530038132,39.265971630986186,37.73515709636892
2017-02-15 16:23:10.538895,1402100.8321829753,38.845454620880275,35.81062555710171,1294614.7948394152,38.881945453849625,35.99603799671282,914593.5426639769,39.23940502292684,37.63656933750343
2017-02-15 16:24:14.075312,1413919.9022420617,38.85061056412088,35.937686021851654,1310650.7875427185,38.89790897232055,36.083560947527815,928065.7832873148,39.253285529286565,37.73493019233356
2017-02-15 16:25:18.151276,1403531.524643759,39.00364166967019,35.839843219196304,1299294.7353892734,39.04294689816278,36.060151343892905,922068.1149776143,39.31388956243619,37.67882820058236
2017-02-15 16:26:22.360442,1407782.084845058,38.79380735024739,35.87288956659123,1304124.630776101,38.85920135632405,36.10575500336253,920511.896574999,39.24149789931852,37.693524337599506
2017-02-15 16:27:26.861135,1405294.7394960236,38.93913506689029,35.79453039016921,1297748.8407740453,38.94152670173048,35.99064014496106,913791.2968902191,39.28572353311261,37.657607132817695
2017-02-15 16:28:30.496561,1428588.2322457526,38.88041989748247,36.01793617580898,1325201.47730166,38.931213439289635,36.179311314158255,942204.6662788176,39.284993357383286,37.748750914641654
2017-02-15 16:29:35.217128,1394407.380131278,38.95364752277256,35.84019488137755,1291336.5395457034,38.96801554131249,36.02120396897012,913150.952570897,39.3066865834544,37.66277150304298
2017-02-15 16:30:39.708707,1391835.3013387637,38.937250293178764,35.822727679921265,1288399.7752718315,38.96274345391374,36.02598516860626,906373.6244890981,39.29186323486643,37.653370883551496
2017-02-15 16:31:42.433353,1380830.2813752121,38.876640284461295,35.74299670920268,1274438.5685164675,38.88607033383881,35.92126166501292,888279.1229728837,39.281111339664164,37.603277902962446
2017-02-15 16:32:46.141765,1389555.5384342219,38.86321704917289,35.81548506926583,1288207.758806158,38.90571253828932,36.01479130558332,902697.1936045748,39.27668596325785,37.6665716847008
2017-02-15 16:33:51.620481,1374443.9696897243,38.89476458643249,35.69603493346522,1266138.1147724204,38.92477734756535,35.92474744213741,886505.2038492877,39.239750742146676,37.56371406496685
2017-02-15 16:34:55.367920,1385384.8621170968,38.87697267627755,35.75101172273676,1285876.6405760609,38.91185557875259,35.929160322864526,899474.7981847279,39.27455668068876,37.62886238649927
2017-02-15 16:35:58.594572,1380065.8734479942,38.92130046119185,35.73887543903912,1278071.5700210761,38.93474661778298,35.90194579788754,892792.6235635023,39.291370824140635,37.59981705809111
2017-02-15 16:37:02.762006,1394227.8037838738,38.90727645521959,35.814864308339324,1289034.152230239,38.933213793626344,35.99530629777069,907048.7666313294,39.2867914282051,37.64673746830025
2017-02-15 16:38:07.355697,1373581.2301867323,38.83731744493348,35.59934867473627,1268346.681103603,38.88913653636165,35.7757808744663,880505.0516289055,39.23847988395545,37.553464272988236
2017-02-15 16:39:11.712148,1387578.8897950184,38.983212141217614,35.79179998998004,1288756.5442002532,38.970429552881846,35.997217018872654,904361.5642471564,39.29897181438798,37.63636273942228
2017-02-15 16:40:16.053713,1371581.7620265768,38.82617259262493,35.59831051751077,1266966.8543104217,38.89640775689243,35.79522381308523,881779.8438911829,39.23888440216562,37.548959488626025
2017-02-15 16:41:19.536367,1380335.8025788579,38.814848880553384,35.68104517399391,1279981.5455093496,38.8647709898271,35.88656542275556,890542.3448074689,39.2570629656174,37.58868153291491
2017-02-15 16:42:23.770886,1381812.0455670804,38.87096893099119,35.70974323091372,1278123.5228585936,38.8857533400079,35.89451027193401,894025.1325335595,39.283363688361554,37.569973695556676
2017-02-15 16:43:26.419443,1383112.0703745992,38.975846032772374,35.73508092030008,1278745.2600467424,38.96804079352531,35.91340421563818,892398.4926741894,39.33043503882116,37.62921215274871
2017-02-15 16:44:31.001954,1376458.5170364757,38.82787538095749,35.65965924549654,1275925.2136808925,38.86591877597988,35.86801134289274,886996.4922227112,39.22165106531038,37.59030490617774
2017-02-15 16:45:35.407482,1375985.745310226,38.881696228398226,35.68299121755926,1276079.056569728,38.91951079607126,35.85354617849618,886143.4450292962,39.260360445356554,37.58298116579628
2017-02-15 16:46:39.662088,1374724.7104424755,38.87117050855018,35.6687051623281,1270830.117033132,38.93457941931457,35.86007202407559,881694.5820212392,39.28396222238649,37.58944848500325
2017-02-15 16:47:43.886495,1373745.8129504689,38.858862582269644,35.71225207329074,1272062.2102574706,38.885387544266415,35.86079427340168,885997.7276772112,39.273142047586305,37.56350997745456
2017-02-15 16:48:48.049065,1380198.7647163456,38.82907136616653,35.66800841032397,1271327.227666535,38.85424538374657,35.867549112823625,887953.4833524375,39.248739860266895,37.58573587907135
2017-02-15 16:49:51.796696,1371802.1727951602,38.92078618585237,35.7105638319892,1264825.4511599608,38.970825868540715,35.878934787440784,883551.5372752432,39.31444134307336,37.60091029954188
2017-02-15 16:50:56.318376,1367472.8189898182,38.85680228966951,35.69127297079491,1263388.1096318488,38.93885757945783,35.86672460701918,877701.914704917,39.29083688312369,37.57938001157413
2017-02-15 16:52:00.557810,1351991.990812003,38.86089798545392,35.440825909135526,1248309.3811699483,38.88846615730467,35.62835047321399,857197.2564431846,39.23430686370663,37.443041262816756
2017-02-15 16:53:03.386418,1365030.9687260212,39.13514157364929,35.62231239298175,1264871.9141951208,39.11788809012798,35.83439079327608,874517.8443725862,39.394509592554755,37.544717913570324
2017-02-15 16:54:06.334083,1357348.5881913654,38.86651820027532,35.55002159649486,1251775.7254801472,38.90844137099605,35.73972247010914,865620.7955466297,39.28268955367127,37.50711403004098
2017-02-15 16:55:10.696446,1351957.9919549292,38.967428304607424,35.5084491083806,1250267.7777437742,38.975787036102815,35.71114460962129,859688.1662236869,39.33780992547457,37.51364420554939
2017-02-15 16:56:14.648013,1343938.6923124986,38.83000482379266,35.54286484169954,1240856.2005449424,38.85056829760835,35.741886468323855,853231.813429074,39.23458973265674,37.50419653069539
2017-02-15 16:57:19.073537,1342750.7684906048,38.8525663744261,35.47877715872687,1239306.6701605173,38.901676805005835,35.69093178680005,853296.6885554984,39.27015609455257,37.46743075141256
2017-02-15 16:58:23.995411,1357532.9259118717,38.85395361682569,35.61129566486787,1257376.6990098397,38.90128002692029,35.76287089499356,866885.0233636677,39.242774671405826,37.51296716860377
2017-02-15 16:59:27.691744,1344999.1765924175,38.913795473687806,35.38887320552087,1239828.0956191807,38.92068655740347,35.58312253882461,848592.9913304922,39.280659860486224,37.426397927280576
2017-02-15 17:00:31.037232,1344090.6223741192,38.831739212526344,35.43473387758198,1240953.8122145317,38.86049021645379,35.61414356672272,850732.3574950919,39.24219016098916,37.435344652486904
2017-02-15 17:01:35.059045,1351294.7516160705,38.837470190836704,35.51327871534752,1250400.7590893633,38.897109038228564,35.68318764562794,857783.27121074,39.263224177997934,37.4679944251153
