,r_a_flux,r_a_x,r_a_y,r_b_flux,r_b_x,r_b_y,r_c_flux,r_c_x,r_c_y
2017-02-15 14:31:51.175312,3428768.314191616,39.44307067254267,39.25708858754958,3266028.701765609,39.40511561949956,38.95684175879297,2664289.553578885,39.76742535391347,39.382059008680145
2017-02-15 14:32:25.803307,3428556.264311603,39.482337657055886,39.212565631337355,3270020.4004929466,39.43812997905825,38.92782255909141,2668363.0054327743,39.776136050808354,39.36766765647002
2017-02-15 14:33:00.003980,3425123.7967324904,39.51457647040127,39.23589717139476,3267713.572855187,39.445240053277345,38.94193337529215,2661362.182911705,39.77914845589934,39.36459007209296
2017-02-15 14:33:34.167943,3435725.3180242414,39.460274389808916,39.27832872386733,3274065.921653605,39.42406913958932,38.98051766960562,2671846.947981311,39.7643122511694,39.39318802184855
2017-02-15 14:34:08.754711,3439136.5396872903,39.470394956804235,39.27499805690906,3284113.1247502426,39.428793692522106,38.99335606923664,2682089.5956051247,39.768535603507175,39.39255033746059
2017-02-15 14:34:42.605486,3444028.064995621,39.49227512664084,39.26819980288179,3283785.787431573,39.43538511462973,38.972152102292355,2679935.8621949325,39.77932862393519,39.380543769265635
2017-02-15 14:35:16.453638,3455371.3877865854,39.497787823689215,39.19597783650771,3299598.1690409826,39.463802384218624,38.909223433613526,2701370.6728245253,39.80157557699233,39.370343486216264
2017-02-15 14:35:49.228458,3473462.3727584113,39.40568961862731,39.28893194093379,3312110.841125009,39.3875521614395,39.012687869377835,2712352.8057166347,39.74724275089091,39.41125848430255
2017-02-15 14:36:23.405443,3474027.344150449,39.51129228276022,39.292463563405796,3319292.7628262364,39.458804158704964,38.98310029747537,2724412.341879164,39.784491829914494,39.393494933979866
2017-02-15 14:36:56.288986,3478411.410017466,39.49058208485824,39.23584045470006,3322913.3852437343,39.47682730948256,38.95326502016685,2725298.573139306,39.77739999598835,39.35961884717607
2017-02-15 14:37:30.510673,3488770.2934836904,39.45782078500002,39.247954308317205,3336489.501037728,39.41783209078448,38.95656522325256,2742543.7075200086,39.75034567818312,39.39380269311154
2017-02-15 14:38:04.538593,3492160.7226493866,39.45148568824239,39.25725821880252,3338145.432307311,39.39848576290444,38.95495750941972,2743770.5915190075,39.7404355336595,39.38882490173863
2017-02-15 14:38:38.817406,3492181.3019515676,39.480259698100795,39.29142707011001,3330051.6069934405,39.43652265506101,39.01491764242499,2737079.9102042243,39.77695679858927,39.40746940418791
2017-02-15 14:39:13.185403,3480950.1810746924,39.55184750518754,39.29766010332255,3323040.822259048,39.515876095790816,39.00114378316155,2733851.629355766,39.78823598790887,39.39597538701806
2017-02-15 14:39:47.572175,3479170.1795610157,39.4712936883679,39.291655127653826,3324655.671662581,39.41571986879355,39.010871697788296,2732359.3457114096,39.754952850663585,39.40222566983511
2017-02-15 14:40:21.864030,3492695.7876678933,39.44755787404827,39.25288188676386,3332995.028897809,39.39713029329329,38.98207029344947,2743831.845014344,39.748706319529816,39.387389144480075
2017-02-15 14:40:54.774058,3498962.9682333516,39.47146825608881,39.25287584010932,3343997.871818325,39.433282666938,38.976958777155,2757471.2468974916,39.767360257850584,39.37692772301031
2017-02-15 14:41:28.935732,3505247.166259074,39.46082500789658,39.26340633914517,3348704.9167283513,39.426630181718764,38.97526072625903,2760169.243278262,39.752279728981186,39.38392884160234
2017-02-15 14:42:03.568572,3508498.633286196,39.56119018031804,39.28150465992291,3357942.306341377,39.516566457297635,38.99900613968458,2766778.8116036775,39.78699677863727,39.3801894911273
2017-02-15 14:42:37.915466,3518775.8977763783,39.3994116382572,39.276472032158544,3358181.825323482,39.359402875107044,39.020193853303056,2777607.291285837,39.72551580828928,39.39508306406553
2017-02-15 14:43:12.215321,3516325.2993097417,39.534572020845395,39.29384048816395,3365720.062854228,39.494046998477074,39.02652185659165,2780941.4843992917,39.77449215878851,39.41418424049002
2017-02-15 14:43:46.544584,3519555.413805972,39.46401068650262,39.27854590773199,3363757.3715180787,39.41837756880987,39.00623770943497,2778171.950210958,39.74149861747484,39.390786525635356
2017-02-15 14:44:20.730992,3519463.856763307,39.40947787932493,39.26533851035829,3362545.118266009,39.38061515299636,39.00484373583094,2783989.161826403,39.73793629921705,39.39472642022401
2017-02-15 14:44:55.647848,3510607.079874388,39.52747230531346,39.282465908114894,3360481.737716239,39.487552230411175,39.01314845798939,2774248.9985620016,39.782547469505865,39.40229625392127
2017-02-15 14:45:29.797901,3524552.01159482,39.428697502371584,39.258022702178465,3358884.918689195,39.40547350606893,39.018939651591694,2780231.754196274,39.74357848128306,39.4047532526501
2017-02-15 14:46:04.017670,3506210.1270595733,39.48667284235057,39.30889448737314,3352736.572156803,39.47430833833438,39.02313333872542,2761673.944470412,39.76294109149185,39.40034064832144
2017-02-15 14:46:37.858350,3501648.0353822256,39.52334422183245,39.322581374618146,3348794.7144884,39.45936610186498,39.0334141721769,2756954.4420509385,39.774668179105966,39.404275571628105
2017-02-15 14:47:11.915291,3486373.6288853483,39.488367370792446,39.29250832054986,3326980.997647117,39.430632161259666,38.99516967421205,2732893.7513178578,39.76048300063168,39.38837147568694
2017-02-15 14:47:46.426137,3479878.5879844846,39.3949068786042,39.26517613321889,3329362.060199788,39.36559403568717,38.970267231073514,2729963.5455888975,39.72822017659811,39.3883958570509
2017-02-15 14:48:20.763123,3475690.8793058163,39.45827569428755,39.27625896383061,3319030.481730802,39.420894536939215,38.996156673440645,2729794.1534897815,39.750433240261785,39.399605184566134
2017-02-15 14:48:55.146814,3479863.976722085,39.591168886643516,39.22652348634929,3322049.475812223,39.53865343482339,38.94082789479671,2724562.602895068,39.82516015968044,39.365619327057416
2017-02-15 14:49:29.400794,3472886.600134128,39.50957304667088,39.26651236054739,3308614.6717883404,39.46603864520381,38.98308116131334,2719744.5537032373,39.75783078442877,39.39605768231004
2017-02-15 14:50:03.731582,3454617.8891298445,39.43989650163993,39.2899525684987,3294675.574870145,39.41462837860131,38.98848483562929,2692691.148071238,39.75273493064585,39.38418098554095
2017-02-15 14:50:38.160400,3450500.1058949493,39.5937921159216,39.17923677078312,3285816.2558653215,39.54188577037286,38.895070036010246,2682554.468268616,39.82806100592979,39.36894675650555
2017-02-15 14:51:11.700252,3445294.0983979097,39.5101102105286,39.28469579716087,3283692.000939628,39.47044238902367,38.9884909405135,2678178.4575633183,39.78620752017306,39.393924233753715
2017-02-15 14:51:46.269064,3431851.8484450597,39.43943702664017,39.31220359022084,3268550.993984487,39.41981116267934,39.01149159341327,2663051.445529251,39.74724945936032,39.41142135627719
2017-02-15 14:52:20.346024,3412291.3741076523,39.453470189835095,39.272175194559814,3246290.9811455687,39.408867781756115,38.95837062505206,2638628.5708174948,39.77115304547693,39.395977523351405
2017-02-15 14:52:54.374825,3398734.3754955875,39.523076250686636,39.254542443206816,3229739.546340648,39.49490973615947,38.963683073744434,2623097.4815775,39.79682464995799,39.39516055186964
2017-02-15 14:53:27.328703,3404354.2045882386,39.53248438440561,39.22079315443796,3238228.878154292,39.47218243781012,38.89064630775414,2625881.831202604,39.80823417906122,39.361305945176184
2017-02-15 14:54:01.570392,3397252.27289774,39.41943086324318,39.22000490412645,3233903.52797885,39.416559568329724,38.90619314458282,2618079.169549423,39.77547734731356,39.36821410433307
2017-02-15 14:54:36.047377,3396927.2076343037,39.431240868894406,39.27239469309803,3231479.712111841,39.39811865210724,38.96320303681706,2615329.4328287784,39.77169169995095,39.385114111291465
2017-02-15 14:55:10.372053,3391102.6861327915,39.394153203958815,39.3446116428992,3227660.0939978044,39.371053337474045,39.00986796953562,2605071.5501634525,39.76784150600956,39.4174300134188
2017-02-15 14:55:45.141985,3379425.8981165513,39.551191976128045,39.204443936612826,3210380.484871082,39.49105305132727,38.905269481570386,2594602.536155414,39.804202393605394,39.356559223151265
2017-02-15 14:56:19.504914,3384919.686466664,39.45254524503665,39.21497602628049,3217378.5076381983,39.41165047016319,38.9053634367966,2600267.2603670703,39.793183780483474,39.362907670520116
2017-02-15 14:56:52.597661,3379400.6709282747,39.51133242014268,39.31830814015319,3214772.5178357,39.46348798083563,38.98377565772075,2592646.576296066,39.80825087278288,39.40589342006052
2017-02-15 14:57:26.857577,3372476.4017571164,39.480439160313644,39.305299729945226,3201191.8204872543,39.42150986810732,38.960248552906144,2580313.823769486,39.80868603462168,39.37593992826131
2017-02-15 14:58:01.107374,3365759.242592808,39.35162002331453,39.215816251709185,3203435.6683460753,39.303247681918855,38.91365578268305,2581351.991309194,39.75409536871139,39.36088089561367
2017-02-15 14:58:35.876240,3376160.0772600984,39.49955733034214,39.15248739418957,3212158.438602175,39.45827392228344,38.845534978015976,2588718.7765515856,39.806654396655055,39.326147756132706
2017-02-15 14:59:10.363057,3360663.6482138853,39.59770352541175,39.28290775723014,3194365.9434702196,39.53768906370069,38.95446157178154,2575574.555156033,39.841825568238484,39.38926888703204
2017-02-15 14:59:44.904772,3365722.3995778346,39.583689254215315,39.287911173222774,3194662.3134638555,39.53632219039237,38.944321429638165,2572931.1052891896,39.8487927285523,39.39216955615926
2017-02-15 15:00:19.051764,3367713.875634625,39.46298969319863,39.26929590424818,3200075.234050893,39.40681036472603,38.94683384070279,2579053.196614559,39.80657748041937,39.38535724467731
2017-02-15 15:00:53.410662,3379048.442639964,39.40382095108669,39.25321013731076,3214742.8836834664,39.374956637361315,38.920949607295945,2592683.663843354,39.76494765085283,39.38024854245746
2017-02-15 15:01:27.790335,3355472.5310344016,39.46723821849811,39.24619904938543,3191102.101073958,39.427582956673085,38.91374819396106,2565801.378328977,39.79938226607852,39.35967631416343
2017-02-15 15:02:02.524399,3341794.0858785957,39.51546597200145,39.2529784044708,3173613.3997777505,39.45580506162479,38.92278415630459,2551201.936430035,39.829766121268584,39.370145072244185
2017-02-15 15:02:36.870004,3337832.172328312,39.4991399430449,39.254363776722805,3172225.5505326344,39.452613143517574,38.924819942513835,2543446.444477216,39.822713392224735,39.37554925646972
2017-02-15 15:03:10.440198,3336482.1958584064,39.537081682669736,39.249130530476236,3174988.5868568188,39.46611876543024,38.93798912996665,2540581.9091432504,39.84682036444576,39.376087106771024
2017-02-15 15:03:44.520681,3328009.3276469465,39.40914538143422,39.247001978772836,3161539.3675497347,39.357200008675804,38.9065678398855,2527161.7667595632,39.79391756141588,39.36742912153556
2017-02-15 15:04:18.327459,3327679.484773405,39.493327458534914,39.217241626479044,3156098.2179996944,39.43391338587752,38.88334573781475,2526188.240131677,39.81300052085355,39.372998246579556
2017-02-15 15:04:52.718374,3322028.574758959,39.49988844781977,39.23664543033055,3151100.6611173656,39.46635133978049,38.91423198093975,2521457.9598723995,39.824579277897,39.36756092101748
2017-02-15 15:05:27.049173,3325894.063782568,39.565957076520995,39.23775914842293,3156767.2853678325,39.52333333112382,38.8851458716501,2520910.721542423,39.86771427266416,39.364469214077694
2017-02-15 15:06:01.337947,3301698.05175313,39.4479861402663,39.187980734560426,3131341.424301177,39.39765439924134,38.83639232521807,2493459.6367499414,39.81029340712052,39.34215372635115
2017-02-15 15:06:35.436862,3322089.8666587975,39.51008716564014,39.24615293469335,3149332.3431702694,39.46197558215014,38.894060519332804,2511434.7492159447,39.82343749838531,39.37393738385837
2017-02-15 15:07:09.752705,3303099.7860503816,39.482811794240135,39.25542174698768,3128837.097830547,39.45185408750204,38.89265310296002,2491907.535418705,39.83393821953565,39.37308561626401
2017-02-15 15:07:44.106643,3315977.472411058,39.54507877260293,39.231134257423214,3138525.193430177,39.5185106172423,38.88588423163676,2503271.21837019,39.84345437294622,39.3619426933698
2017-02-15 15:08:17.468435,3304721.077872483,39.463487545679904,39.27133814215535,3134232.2332209516,39.39142948770924,38.90375968298656,2492945.971367607,39.82018453367452,39.373113425470976
2017-02-15 15:08:51.676168,3284460.531509504,39.53071082848225,39.24603496751034,3110490.4482198507,39.47681109712587,38.89660027995971,2466637.84092326,39.86526098521797,39.360916012307186
2017-02-15 15:09:25.567474,3274535.6808356,39.43419677051968,39.28191625236985,3100399.296169002,39.39850061438188,38.915654741041976,2456840.4098773245,39.83532866133459,39.370045971866794
2017-02-15 15:10:00.123788,3284255.6833652374,39.43052619861179,39.169041398620806,3109147.3479716955,39.41367113976263,38.840693676035585,2459208.2782115554,39.82434883534638,39.34110366223526
2017-02-15 15:10:34.459092,3264968.800020973,39.45139104640442,39.19846701925732,3094458.5912135337,39.411574959070734,38.85676598107231,2447679.824104367,39.82203574516611,39.338709530057436
2017-02-15 15:11:08.897792,3256100.0311803874,39.50491453612026,39.253710049972916,3080515.0690791793,39.47058036962154,38.88817396672412,2428115.762746786,39.859512990005214,39.3732676045973
2017-02-15 15:11:44.015363,3241884.0668897107,39.45201236589023,39.15539505904394,3059526.3763856348,39.40975070679082,38.794609840090125,2414102.33140463,39.82753502493003,39.35628761892903
2017-02-15 15:12:18.361496,3220913.6498682033,39.68438018682492,39.25174509182866,3045772.2948934515,39.618754287497836,38.889230120082786,2395662.989024788,39.94671919828443,39.376814360595475
2017-02-15 15:12:52.849198,3228137.253539107,39.46034210122487,39.2403175125498,3048867.8950696522,39.413646131991435,38.88566725721674,2397509.9200332714,39.84238616407371,39.38327013021918
2017-02-15 15:13:27.123870,3206851.1242662463,39.565046230082835,39.200762126299885,3031766.484766515,39.518430856038854,38.816956794695486,2373672.3929250306,39.8903152409413,39.33913866286097
2017-02-15 15:14:00.714779,3223030.617901842,39.30708324922609,39.15323637528156,3040013.0221617175,39.27520960100095,38.78920702403553,2386596.038684654,39.764828155565304,39.32839320087663
2017-02-15 15:14:35.241710,3200328.176261071,39.519122243232395,39.18192852820915,3023079.521522842,39.459090053259864,38.80603829004743,2359436.477453603,39.88228379041702,39.34478029314329
2017-02-15 15:15:08.312572,3203213.3781517143,39.541811758385485,39.2015360638252,3022794.309550803,39.49483817704759,38.835229682171544,2363687.495093041,39.90205084771187,39.33769700216337
2017-02-15 15:15:42.976462,3196030.546310978,39.54657589049806,39.28455983385776,3021134.818318393,39.48618089145691,38.88986641880712,2356319.801694666,39.90075469663455,39.375803667103284
2017-02-15 15:16:17.660186,3185918.2671624557,39.44635534159294,39.22126856349838,3003215.2947639376,39.3983176274019,38.82836171719258,2341487.479689767,39.854198881529946,39.36405782578403
2017-02-15 15:16:51.263118,3179412.538757247,39.4286958583234,39.138744889356005,2996555.6319607506,39.36497931379249,38.76125128245762,2335183.58749244,39.84735271171145,39.319026769299036
2017-02-15 15:17:25.598916,3186679.6931575164,39.51198916479942,39.18991891354488,3005651.672845386,39.46334425689262,38.79603506121646,2334433.3562839706,39.895636338901255,39.333204574669814
2017-02-15 15:18:02.289929,3178221.85929312,39.662065950331886,39.21574341196212,3004894.6272669714,39.58258180305208,38.82434989120249,2336730.200789131,39.94581191659584,39.34586552511556
2017-02-15 15:18:36.711585,3174706.176927477,39.54590383365236,39.244225891266815,2995441.2739601056,39.492817019036224,38.852874731741935,2326602.8998513864,39.89624006902289,39.3618536600073
2017-02-15 15:19:11.453315,3179277.5227551116,39.47395675112937,39.23574802375462,2993093.4725226182,39.43170207023626,38.828853084199984,2323598.9452339467,39.875557319262256,39.3680752090398
2017-02-15 15:19:46.059290,3183222.553016999,39.48807539090324,39.18013886577409,3001459.0753896246,39.4422487545967,38.80226927209343,2339976.261077297,39.88336562621215,39.33709420521041
2017-02-15 15:20:20.496022,3172723.782281898,39.58575615601796,39.12154050369398,2987731.8865290787,39.513052535644775,38.741935816296866,2321389.66614033,39.91782003642504,39.305531053740644
2017-02-15 15:20:54.996830,3167685.889923767,39.43867153178457,39.2983797589145,2982481.9550463296,39.38374165759628,38.88280720189901,2313904.4529219978,39.86996373297968,39.37051152593163
2017-02-15 15:21:29.647840,3152100.8941319827,39.57984131017984,39.137393206514176,2971308.7568809614,39.506054765400776,38.73337213993652,2303299.5439215386,39.91561576266525,39.32844835942781
2017-02-15 15:22:04.158638,3149376.0527688432,39.49905161365396,39.09971166501948,2968290.5893808072,39.44831566332755,38.7279054440604,2294461.3454308743,39.90482579616726,39.2996693828542
2017-02-15 15:22:38.501488,3151837.6139348485,39.49291650363,39.26949224666182,2967596.3708602684,39.435810384113836,38.8387685600649,2299812.587365643,39.90395975024591,39.373700642602124
2017-02-15 15:23:12.897353,3156729.4973082193,39.435943219918066,39.33390383396656,2974808.2075300873,39.36320023828272,38.9105436519387,2306431.91680131,39.86223628243219,39.40280493877588
2017-02-15 15:23:47.286057,3146916.6838636016,39.476969310196374,39.155884847627966,2963100.459544604,39.42809122391181,38.76681385034277,2289683.774138054,39.87563478863145,39.31793009058887
2017-02-15 15:24:21.709249,3152516.8059415566,39.55381274821023,39.11643258526964,2972826.3242402426,39.46938682365876,38.738120468803075,2297472.5280882446,39.91343941702639,39.320583978535765
2017-02-15 15:24:54.620807,3144754.2169066854,39.455358734764324,39.25128059140834,2965090.7492756317,39.42195263009246,38.85408713930355,2294201.922393305,39.86863277143619,39.37052960701991
2017-02-15 15:25:29.179630,3143849.581904203,39.555222734077255,39.24102939804801,2962982.3676173827,39.498922980539625,38.82720781159658,2290628.9424171187,39.913645096484345,39.35732575655217
2017-02-15 15:26:03.492550,3133553.593931023,39.55665469767686,39.133366298999974,2951956.5176140903,39.502250853583696,38.73797693855426,2273877.1692399653,39.92993291487785,39.32802129131042
2017-02-15 15:26:37.884340,3129965.4820167543,39.54897953878042,39.150385666710136,2946945.0559675703,39.45363518812801,38.74567375695906,2272867.9863640703,39.919696028456116,39.32585352944709
2017-02-15 15:27:12.093250,3137015.5564381145,39.46951893438941,39.14639992251419,2954138.8517633863,39.41016239582306,38.760848601843456,2277349.1198075544,39.87826136824391,39.332473850959026
2017-02-15 15:27:46.045946,3147321.209665334,39.50409748189069,39.2596243887818,2971150.725720075,39.42176713301053,38.83594591162123,2294634.8180059697,39.887899853502375,39.36924197169309
2017-02-15 15:28:20.485787,3153442.607856522,39.53792416287936,39.21894830571799,2970713.1286067544,39.488898753029446,38.829507720191486,2299016.3487864407,39.92942616068005,39.34311329667923
2017-02-15 15:28:55.100673,3143472.088879553,39.46643937092547,39.16700791492979,2962636.703843486,39.41806910073962,38.78304428102548,2294913.9945993004,39.89683099888829,39.34489535367323
2017-02-15 15:29:29.389622,3144631.078332207,39.438858027443544,39.22672658620933,2968316.203038119,39.407718438168786,38.831024141659164,2298827.608745808,39.877330214250094,39.35026532264345
2017-02-15 15:30:03.665245,3143294.4241205705,39.51207464381083,39.22639443104114,2963485.1170113683,39.45468766512219,38.81454478986404,2288612.378055729,39.90745804852032,39.366812481365024
2017-02-15 15:30:37.296135,3139940.7408056674,39.562209111206556,39.12137588933277,2961764.538804899,39.50856213576504,38.74349807906152,2284430.8487456385,39.92398512880578,39.325486568954744
2017-02-15 15:31:11.650987,3138219.4003238175,39.575628127029226,39.13027186005252,2955314.2126001175,39.52192008330222,38.727330989477814,2289543.055615839,39.930418173073456,39.308285404427004
2017-02-15 15:31:45.966002,3142279.359755857,39.58023903770535,39.21769132806339,2958554.824358397,39.53072459474521,38.79988256580413,2282603.742435087,39.93406353457084,39.34547519866127
2017-02-15 15:32:20.288756,3138157.3816565312,39.49636106700205,39.32427956224276,2960382.430655958,39.45170469736674,38.9039182205929,2288448.2333931103,39.90398642400233,39.39769845917055
2017-02-15 15:32:54.539522,3139562.470511839,39.48549639061838,39.170685449611575,2962602.9771074476,39.43441094965842,38.79436918717912,2285545.0951325437,39.89337607183228,39.33837009903957
2017-02-15 15:33:28.734408,3128113.2143720263,39.469105010720746,39.164365103345546,2946246.221120991,39.410619035442174,38.7679694181183,2274198.854060524,39.88275213122759,39.331187803116876
2017-02-15 15:34:03.120259,3125607.72597483,39.51958854500087,39.19226202337009,2942202.803763165,39.44982331503043,38.79183796567392,2269982.660627145,39.91460917770103,39.341446349706494
2017-02-15 15:34:37.973929,3108348.4881639415,39.67464475919508,39.205840153753904,2927630.3855162547,39.610296171277476,38.80205498589041,2244504.590248577,39.985443227839376,39.34497007589011
2017-02-15 15:35:11.928829,3102894.188874786,39.565066995182505,39.12858901876709,2921181.833282275,39.5119744565435,38.727705292031615,2240989.575692763,39.957279700740415,39.298348566342
2017-02-15 15:35:46.186669,3102820.675631468,39.522606264825484,39.13231726828511,2920274.413286492,39.451086025397174,38.72225834154211,2243503.28606673,39.93077369921704,39.318581104244096
2017-02-15 15:36:20.401692,3101088.2166607967,39.44344538693769,39.124407875799825,2918732.0793532804,39.40642432954866,38.71409436124526,2233979.2341080154,39.88127931402845,39.31060469824251
2017-02-15 15:36:54.726440,3091795.1387673756,39.44691129751291,39.310909483552244,2911135.8131290744,39.426785895373214,38.86819725597859,2223989.364760072,39.908230845899915,39.38262681735647
2017-02-15 15:37:29.126178,3085673.800877475,39.55235783799974,39.155004098201935,2901952.6046527764,39.4849125649589,38.73329050162547,2211579.02073915,39.94023079233242,39.33758334382139
2017-02-15 15:38:03.292041,3079789.555414308,39.603987042889095,39.141251293506556,2893688.5915255724,39.53069967175606,38.73673744609815,2209740.704263527,39.96782150733307,39.30312898709411
2017-02-15 15:38:37.579848,3084783.4566480936,39.4911634618609,39.19521055112577,2901675.8579629855,39.45614785996986,38.74496653211305,2211728.68631427,39.91424588646642,39.33609005955987
2017-02-15 15:39:10.996675,3081121.672992233,39.49734487371026,39.2523800783964,2896730.189504897,39.41760982260811,38.79809020921828,2209536.0944777536,39.92527679867106,39.3705559811477
2017-02-15 15:39:43.767611,3080779.077382251,39.49740001997567,39.15538100276768,2894062.9638555795,39.43392595391955,38.72669134532017,2206220.785582981,39.91987928644205,39.333933800387385
2017-02-15 15:40:18.110286,3078073.8581824587,39.50374558459753,39.16363800285202,2894038.417059108,39.4562082430833,38.7289116760418,2204328.241675077,39.926614604772766,39.32716169800952
2017-02-15 15:40:52.503248,3072234.8365174234,39.54446975188647,39.152844938112324,2883679.578951813,39.4764700785487,38.743482598212054,2193330.4783467967,39.938265142989515,39.32079191000428
2017-02-15 15:41:26.566904,3066417.8951154384,39.53081109829327,39.1765081098178,2884667.077640333,39.47230712724818,38.740637878757795,2191405.972585471,39.93668621443197,39.34120999784111
2017-02-15 15:42:01.202989,3074460.588131677,39.63898622756718,39.20272637915347,2888692.9571301676,39.54734496366678,38.745411449551256,2204021.2580993315,39.98455870513283,39.331139686098325
2017-02-15 15:42:33.967684,3069708.693096052,39.51224038881674,39.18383430809776,2884305.3315361314,39.43985842125631,38.75087920721406,2201564.22929785,39.922826348417445,39.341195704912444
2017-02-15 15:43:07.017300,3080440.9330581045,39.47279821365297,39.17241110703367,2895984.560757594,39.43394063290322,38.72489275126036,2211435.979253662,39.90916631048327,39.34004442313558
2017-02-15 15:43:41.794495,3074117.3112590536,39.5873127427212,39.11336545470513,2893001.957105214,39.52948042120763,38.70928114883227,2203776.0190317384,39.96924627554243,39.29987551242588
2017-02-15 15:44:15.068989,3072306.0149776917,39.47879601651449,39.2527963054768,2883512.847017876,39.42152055092155,38.80621481297903,2202927.6660922724,39.933046381663466,39.38000352106734
2017-02-15 15:44:48.497992,3072007.3750588885,39.49109460911748,39.20348134319723,2881069.009395088,39.4596073173089,38.787561770965056,2196820.660015207,39.9290449702625,39.33978184051861
2017-02-15 15:45:22.661658,3066181.9942618385,39.55569331791756,39.18836546348687,2875612.6264624926,39.47112250183092,38.757095591429206,2185833.195195446,39.94224210908132,39.354981638640666
2017-02-15 15:45:57.621587,3057139.5461660344,39.59540937654789,39.14013486859411,2866496.1423651446,39.4999156954318,38.70379875554887,2180672.751080412,39.970695281974706,39.304135906889194
